RelErr_X1,RelErr_X2,RelErr_X1X2,deconfounding_corrcoef,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_confoundedCluster,nmi_confoundedCluster
0.22879548,0.23496683,0.23283096,[32.25210658374894],0.9505652475201589,0.1444296,1.9306539527372237,0.5588448028780517,0.6371885908937645,0.1970060067030443,0.2523054946847127
