RelErr_X1,RelErr_X2,RelErr_X1X2,deconfounding_corrcoef,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_confoundedCluster,nmi_confoundedCluster
0.2278383,0.2355542,0.23288374,[36.032725921151226],0.8665252950536985,0.12636387,2.013984322509394,0.336355250393742,0.49310746953856777,0.1908304133646357,0.25917941427177427
