RelErr_X1,RelErr_X2,RelErr_X1X2,deconfounding_corrcoef,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_confoundedCluster,nmi_confoundedCluster
0.19755235,0.21867064,0.21033798,[10.280296956840205],0.7044320405894121,0.11681197,2.233714924253691,-0.0008787887436524627,0.004538632778100218,0.3482421322810355,0.5869193944159795
