RelErr_X1,RelErr_X2,RelErr_X1X2,deconfounding_corrcoef,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_confoundedCluster,nmi_confoundedCluster
0.28869516,0.21720153,0.23814353,[36.608718477211475],0.9203070682631007,0.1417431,2.1583113094257933,0.6317150627891256,0.7227404664472703,0.0034590081715839753,0.006975758642436777
