RelErr_X1,RelErr_X2,RelErr_X1X2,deconfounding_corrcoef,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_confoundedCluster,nmi_confoundedCluster,run
0.2302247,0.23818345,0.23542896,[32.263946137802066],0.9479390161161768,0.16062586,1.856365332400154,0.5947395326439965,0.6514975164461575,0.1919574783388143,0.2414148830552429,run_64472
0.27613452,0.24076375,0.25300542,[43.5218996364483],0.9150213323480096,0.1196431,2.069165459551511,0.4552531090670275,0.5730366597064896,0.1933955129958313,0.2483818249602022,run_59728
0.2394252,0.23818997,0.23861746,[30.541414993915133],0.9619759126613624,0.16159083,1.828398106205204,0.583749711347951,0.6496343622919228,0.1981929308417703,0.25562453943458,run_38400
0.23318838,0.2358342,0.2349185,[29.785300986330864],0.850673468482362,0.13021523,2.060230937129841,0.4870699979921194,0.5597517241407941,0.197106698426191,0.2482838195658902,run_38101
0.23898634,0.23770106,0.23814584,[40.68987489236968],0.9164922515060026,0.1323943,2.0342766985207,0.5869703546432903,0.6296603478738554,0.2030030271069457,0.2593000068559065,run_12443
0.23509733,0.23605578,0.23572406,[39.10473400566065],0.9495074204022091,0.1519512,1.9064619794905215,0.5820775987167339,0.6478844332348571,0.1984261807382059,0.2546405960807183,run_66124
0.23256868,0.23482233,0.23404235,[35.286641298071274],0.9448585932101158,0.14769264,1.9419922886601104,0.5912718537294598,0.6502219213036027,0.1965746587693818,0.2534027956898449,run_78836
0.2452967,0.23595324,0.23918697,[36.44601356817804],0.9342143662706098,0.15271333,1.842346012885001,0.5339720818477476,0.6070023091712861,0.190476009911017,0.2477469542601753,run_75575
0.22959103,0.23748468,0.23475271,[26.852192422539197],0.965010135606852,0.16091359,1.8036831239032327,0.5901340341818208,0.6407702974294003,0.1977530450014872,0.2520134305896599,run_34773
0.24340403,0.23668952,0.23901339,[40.75755393973281],0.9629160396096372,0.15407509,1.8372725035107331,0.6082688166692257,0.6613091502986946,0.1939525183958239,0.2474505158601707,run_71578
0.22841127,0.23458456,0.23244801,[42.3148676208855],0.952227844794272,0.14600548,1.945721278950879,0.5920946115183042,0.6600494762402056,0.1855322516005588,0.2390625397548035,run_3229
0.24466656,0.23660871,0.23939751,[41.61772301488524],0.9418624705940573,0.12905678,2.0535918002390297,0.6176374669595087,0.6690669199338083,0.1859107274075587,0.2381315377520231,run_55353
0.24764653,0.23767062,0.24112324,[38.02700508488849],0.9491478969152984,0.14350556,1.9833956205901395,0.4678222476024579,0.6013613632879125,0.1870806270174195,0.2480602735438373,run_16421
0.24485631,0.23791061,0.24031448,[33.28304545103345],0.9693658217578626,0.16133031,1.7848576593676897,0.5951874461954165,0.6513709315937204,0.1969702832306805,0.2526852599958096,run_17906
0.22758082,0.2350041,0.23243496,[33.60109566859338],0.961642983785478,0.15662554,1.8926714826017608,0.5929032263412385,0.6447869232748432,0.1973749950093383,0.2518936198914325,run_40758
0.24723178,0.23946065,0.24215023,[41.47004199486205],0.9402616524918492,0.1355948,1.933379404445176,0.5017796471301006,0.6100451535510125,0.1943559994689461,0.2534761575558658,run_27091
0.23230162,0.23692425,0.23532438,[37.891195254306275],0.962575009129502,0.13650335,1.9162640021173487,0.6073797490335615,0.6651238362577251,0.1967427005011814,0.2518355191760551,run_68125
0.2444901,0.2372273,0.23974094,[37.695424750139324],0.9552731576244892,0.16808297,1.7894873817728103,0.5995242762383584,0.6642135064011544,0.1940860109870103,0.2468721592743515,run_78742
0.24102384,0.23802918,0.2390656,[39.785836824424464],0.9351071108700209,0.1417919,1.97932748290706,0.6177757244876689,0.6618932368180928,0.1753578457049407,0.2317931346893135,run_95948
0.23725978,0.23565716,0.23621179,[42.775816171853684],0.9272573060001612,0.14715841,1.92867086627804,0.511195310163398,0.6015739886006178,0.1981373291669254,0.252052641795607,run_61786
0.23365001,0.23639289,0.23544359,[40.88307843088321],0.9376565501743516,0.14554517,1.9476476433143404,0.5740622679640864,0.6471086602650528,0.1946241811417131,0.249253695452804,run_96925
0.23634972,0.23640117,0.2363834,[37.89043550132795],0.9506713438090236,0.13925093,1.9495859479204856,0.5797989395741113,0.6450064972391574,0.1966999157743217,0.2575092433629637,run_1703
0.23376079,0.2392486,0.23734929,[38.97646360366838],0.9368336424493188,0.14282984,2.0065736230970708,0.5936205705596479,0.632384481700805,0.1994136391442425,0.2553037504563394,run_85357
0.24354261,0.23718679,0.23938651,[39.12476440851246],0.9419762373618592,0.14728647,1.985306882512197,0.5626765763366968,0.6220090752190962,0.1952478225942371,0.2500887065606862,run_95034
0.23630482,0.23690481,0.23669715,[31.13126262176519],0.9678188844540084,0.16440699,1.7883785946222162,0.6141336927488233,0.6664900483391181,0.1963264094149259,0.2506455210491147,run_44723
0.22857064,0.23588866,0.23335594,[36.98232182528456],0.9610376917407778,0.15190352,1.9269220909548608,0.6096689368345493,0.6687117397106803,0.1957784958589473,0.2503566741523706,run_51963
0.24634871,0.24072015,0.2426682,[29.297634987617506],0.9251352795940434,0.15191953,1.84158240676474,0.5258235349952854,0.5803369292502878,0.1892321344703956,0.2392508002379471,run_69097
0.24305996,0.23779073,0.2396144,[33.36897839473184],0.935053484110038,0.15581203,1.856906231196818,0.5699162082773158,0.6437109847722172,0.1957429204935553,0.2524238312060132,run_78973
0.24183492,0.2368433,0.23857087,[36.592822416254215],0.9637444498550914,0.16401482,1.83476746556305,0.486275195911492,0.6130578230833214,0.196296418269981,0.2575629208582303,run_279
0.24173063,0.23728527,0.23882382,[36.7053487618187],0.950632069970306,0.15065764,1.8879949918111425,0.5676820057340192,0.6307278777869931,0.1965763633439517,0.2492096673770371,run_58271
