RelErr_X1,RelErr_X2,RelErr_X1X2,deconfounding_corrcoef,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_confoundedCluster,nmi_confoundedCluster
0.19070417,0.21592829,0.20595637,[-202.91163146640142],0.8294797649960107,0.1006416,2.382301538089196,0.575453794375221,0.6801885224466824,0.00037624505254178477,0.002959099580408818
