RelErr_X1,RelErr_X2,RelErr_X1X2,deconfounding_corrcoef,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_confoundedCluster,nmi_confoundedCluster
0.21717548,0.22979812,0.22542948,[59.70771590483268],0.8667962084773274,0.14519332,2.1807410153069453,0.7575395229241325,0.7879731434376903,8.638541186318658e-05,0.00264134079115118
