RelErr_X1,RelErr_X2,RelErr_X1X2,corrDiff_linear,corrDiff_squared,corrDiff_categ,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_conf_linear,nmi_conf_linear,ari_conf_squared,nmi_conf_squared,ari_conf_categ,nmi_conf_categ,run
0.14230141,0.17368048,0.15961479,[-32.301071995436594,9.419113102330666,-774.3307148246121],0.7065497473566826,0.07902563,2.4260269893117434,0.2148985347477054,0.2966104038937053,[0.012054328689846776,[0.017665275175562874,0.107303461470196,0.1525084574566555,0.057532695489279216],0.11509303041962501],run_53038
0.14731133,0.17504138,0.16261137,[-32.01672325351217,28.841403424877015,-838.7073331190711],0.619803695302556,0.07362053,2.4505371040172097,0.108605646770356,0.1218632849677149,[0.0257680046138765,[0.04306138456003981,0.11457477281006363,0.19809164171468135,0.06744187747299257],0.11360113569992171],run_82263
0.14593124,0.1756864,0.16234861,[-41.878464793372544,2.63196928221463,-691.8194284209239],0.7668003314214165,0.07283828,2.3910295342239296,0.2006703238704955,0.2487642609486227,[0.026108203711465567,[0.035815225777710714,0.16703997408797533,0.22111561320213988,0.03914722980387168],0.09705552897049044],run_4481
0.1501972,0.17370808,0.16316931,[-40.87773768773838,1.5100490570295204,-764.8890019564301],0.731197422620421,0.07349751,2.4213800833393764,0.0131467705717202,0.0159904450386004,[0.08972604926700216,[0.14020672737651688,0.16503245908561454,0.2646594273162342,0.06259272200109667],0.13199782216759667],run_27903
0.14790761,0.17465428,0.16266507,[-28.55181536513432,16.85210018853979,-808.2883509728532],0.7218585868899865,0.07538511,2.4703927813462827,0.2061936444228251,0.2959294646204179,[0.0016082287103025667,[0.006807019441165367,0.1654444738863901,0.21619340879037485,0.04910657340705624],0.09579468742388944],run_75911
0.14642823,0.17512102,0.16225944,[-12.293205373471185,22.327508608855005,-825.4952532030114],0.7128702037501801,0.07842606,2.4829276907406865,0.2916853680361485,0.3320678424727714,[0.007649593705888386,[0.014456640315165773,0.11308425151228275,0.15744737447321863,0.05611168922351124],0.11580321856505026],run_11652
0.14568025,0.17438178,0.16151628,[-33.80846776654949,13.986180618314581,-828.6058839340045],0.7389939114956835,0.07506936,2.4353221909876965,0.1758159943365426,0.2312883893081306,[0.0008182721283206998,[0.004322877242124868,0.1156949375452059,0.17531652643120893,0.1113531271337441],0.23146570755897014],run_77538
0.14478183,0.1733202,0.16052784,[-14.239762866976443,27.832144487326428,-850.8930584497252],0.8106490248117489,0.087364025,2.340729376299609,0.1511114971108801,0.206694207689711,[0.0014748855722363438,[0.004746978128452018,0.09763784678563854,0.1553157077752744,0.12314241569576001],0.22636766085571355],run_82908
0.14280213,0.1736906,0.15984483,[-30.570786933202633,-2.7618373981291007,-798.6979339538318],0.7328398670059805,0.06367042,2.470941782047838,0.1747302221214254,0.2518297361714705,[0.004460411788155776,[0.0090699358415954,0.2203396055793992,0.289605426895822,0.0219741030373103],0.04313680955682248],run_52093
0.1474618,0.17581965,0.16310821,[-25.073618032979443,21.98438643473038,-824.9384018791008],0.6623467912934511,0.07256134,2.463255102362126,0.1339498965558168,0.213418845523805,[0.007137359872354075,[0.013513958290745944,0.1462428041886839,0.20442415879032297,0.10396818889345424],0.17056936725496957],run_31021
0.14329685,0.17313567,0.1597604,[-41.8030119805902,2.82965872292138,-765.3625585538073],0.6647859473619551,0.06956626,2.540146633800426,0.1924454291130531,0.2772489004349447,[0.012952798438445445,[0.019779374280499754,0.1786100529262458,0.23045606831465956,0.04623070103414877],0.09589256105268176],run_64151
0.14203912,0.17170735,0.15840855,[-47.60964957325568,9.289218949842464,-830.7159818996125],0.705161042414388,0.08068435,2.496863581660978,0.0439326514611874,0.0751708354124092,[0.0035891900683928295,[0.007427707846516187,0.13007521948896517,0.1789039566609501,0.13114353360331615],0.25254146567976915],run_82135
0.14229596,0.17308837,0.15928565,[-44.553864862241255,6.289503042021611,-790.1581505144959],0.7686098422911913,0.08801507,2.251474785927887,0.2918514014199531,0.3555599460734872,[0.0238958255401874,[0.05070434886789585,0.07657563766203754,0.13304684940045183,0.04336656596697628],0.09726546767471127],run_63979
0.14488152,0.17330332,0.16056322,[-27.48517177148111,9.049758944542441,-793.12677051655],0.745845356916974,0.078877136,2.4737197267998727,0.2372691272602098,0.2762111270574972,[0.013358592434886333,[0.019615681487227667,0.17866014873119287,0.24795763013805838,0.048920058221694575],0.09332826391564521],run_29386
0.14206287,0.17389674,0.15962718,[-38.51114427763511,10.986556882631337,-762.9095594255992],0.7541328329024076,0.08202293,2.347250520431231,0.2635353882716212,0.342261068831912,[0.00834781356402439,[0.01386365426885689,0.06597912994415016,0.11750300237779988,0.04189639972381811],0.10041987748059031],run_19102
0.15333219,0.17645583,0.16609067,[-9.347917742998574,13.53746710174666,-783.5075184020804],0.7502758990499608,0.077655055,2.489707640802177,0.2008815930085998,0.2963589966169635,[0.0024370879121093174,[0.006130650688522239,0.23898150699266615,0.3090857198048136,0.04308963323610109],0.09379021327388952],run_22174
0.14393596,0.17565332,0.16143599,[-51.965817748434254,14.622811967024807,-699.806995349298],0.728596786938728,0.07692685,2.397187908210146,0.2824233206055425,0.3713751527827444,[0.030582822502136526,[0.05562889085309387,0.09173908449961832,0.14554669203420878,0.009062530746131049],0.016469618040483375],run_90939
0.14433238,0.17386098,0.16062477,[-12.2655841880816,13.855494961698138,-829.5929468206701],0.7390772799828096,0.08099008,2.493813672603863,0.3279214398034676,0.3906203807556317,[0.03188091250689402,[0.05039574927065124,0.10793168658342916,0.163396718047081,0.060737903453326296],0.11260080095704118],run_90501
0.14170688,0.17485696,0.1599974,[-28.35339768371516,7.440302208486344,-842.5545812584132],0.7509019201323718,0.08024778,2.3330854263909955,0.2835568139161613,0.3151483060026309,[0.014782966967606571,[0.028947803518153403,0.11843767160123946,0.19146920382579485,0.03739446106463888],0.09547068061113237],run_80312
0.15031295,0.17656894,0.16479965,[-29.22099490486258,12.14382454067588,-752.447184374755],0.7819822908742421,0.07420444,2.446479135413669,0.2901023296744031,0.3252244579459926,[0.0067102637262608355,[0.010659506983566224,0.17559555607102775,0.23442637662424215,0.0406152672189102],0.0996328808466878],run_70665
0.1445257,0.17316641,0.1603282,[-62.29825038534345,-4.36202131196771,-671.7313670962723],0.6963769539720389,0.07467131,2.4973952487517685,0.2082299007546264,0.3000490831063437,[0.010066991940526487,[0.02214052549322424,0.10995360642587314,0.20625181326326794,0.005619543136607418],0.008246001102335174],run_82625
0.1438101,0.17293796,0.15988138,[-23.351999139334534,30.08521221752874,-727.7826707602673],0.7248423829724,0.07665864,2.494060126208148,0.3501105418709102,0.3875983491025233,[0.004732163358016631,[0.010483065546919652,0.13292136277300662,0.188588787098483,0.05414704626065176],0.13055605098197787],run_52366
0.14457108,0.17422603,0.1609332,[-54.860521225253116,-10.459812710104423,-703.0107932964008],0.6535124811918357,0.070657596,2.4795731286881395,0.1462738217953448,0.1836183186481585,[0.007387828524178053,[0.012769087320561453,0.1684587175363654,0.21994280275160577,0.0763065538528529],0.14878534075841204],run_18321
0.14247712,0.17342219,0.15955102,[-35.81264081140197,18.37815219475384,-799.8819415703423],0.7813802968888462,0.09109915,2.298152359593252,0.3457092093662556,0.3650310158952076,[0.004827405958553953,[0.012855777463491447,0.04985140879931935,0.08862527588672678,0.09383840498254314],0.19588919045946204],run_72836
0.14116614,0.17040077,0.15729633,[-37.76040942254238,18.942477589286067,-890.9297483477962],0.6629245820814471,0.069726944,2.539228014618453,0.2786867612628618,0.3101001483859538,[0.003490352967261751,[0.008764554476831278,0.13717024983899645,0.18792215741211318,0.05394664599702117],0.11204605782679544],run_76973
0.14823003,0.17607921,0.16359581,[-45.75645023168581,8.89957320497156,-782.7058709566891],0.7496800429275529,0.06695662,2.4233389597952937,0.2163844725028933,0.3026971309000157,[0.051456597739717495,[0.08469261619733086,0.1843881433567629,0.23011980089538145,0.010508383956203337],0.025460110636958768],run_69274
0.14452106,0.17452501,0.16107573,[-43.08875816693044,7.280416406137506,-761.7055522597763],0.7063846056447387,0.07960262,2.462597178087223,0.2112186023202293,0.2578264556716732,[0.01143453128069647,[0.01832488747431267,0.20258605984447298,0.250434571391171,0.05330971238907611],0.10103343379507514],run_67426
0.14366442,0.17356893,0.1601642,[-24.573701569810606,15.329541371206508,-726.2852663037136],0.7557069335672705,0.07451429,2.4997486423191906,0.3413145041680339,0.3838707797099991,[0.0023193578704341754,[0.006102382504285552,0.16228222545079032,0.22057745434060957,0.057268672033765095],0.12457929791830245],run_97907
0.14342304,0.17421657,0.16041338,[-8.27156901498855,21.71974038006118,-759.3595469228145],0.7591835122931909,0.07566482,2.466914268208809,0.2388402752230046,0.3415332107155402,[0.00640681867555451,[0.011094565745306362,0.1569873040903471,0.20803996936725305,0.04740892649766063],0.09738984003601862],run_79554
0.14345142,0.1727669,0.15962623,[-66.64812040199956,5.774846092247762,-823.9592778857588],0.7180940189224663,0.08149141,2.4209290629444578,0.3267571394520672,0.3795182561360684,[0.05042058052717859,[0.08054248906002617,0.1273846735566832,0.18245131169996529,0.055108896725732125],0.1070906712123096],run_45927
0.14094663,0.17231935,0.1582565,[-45.679518277617454,17.24979411286519,-777.6326198168177],0.6724897048330025,0.079266,2.4710221471786302,0.3207024669824839,0.3419171899139698,[0.0005093449349010061,[0.0033356705145981577,0.12963924018875986,0.19010541564614772,0.0985879265114069],0.19844773454062029],run_68711
0.15439971,0.17763957,0.16722228,[-9.142959426449972,15.049250493292018,-750.6960940954451],0.6888655804984859,0.08283094,2.44211027743844,0.2593857070706376,0.3244286358368647,[0.0009351288370603051,[0.004201069757811887,0.16249652373682996,0.21494047831365082,0.074043822198145],0.15646450599240938],run_41821
0.13863443,0.17187737,0.15697621,[-25.319935566941293,26.94406247049029,-870.0078607546702],0.6281467045689454,0.08230983,2.4562538084530194,0.1155463243490644,0.1361007574560485,[0.02489496812784718,[0.03596401976669106,0.07773712710591564,0.10240727414761325,0.18786103648886918],0.33344893876484827],run_88257
0.14327504,0.1713763,0.1587799,[-34.21559154069164,-6.566841947549214,-711.3192997860649],0.7457071832277946,0.068415806,2.40020247327388,0.2248523448500798,0.3097162406115213,[0.009520390176785779,[0.019250070671623834,0.22146177989634422,0.2896960387787688,0.006507903622156447],0.011186754975802484],run_30568
0.14345424,0.17385703,0.16022898,[-42.443565745331725,16.983224897653276,-802.1937229281407],0.7468892020590049,0.07700603,2.428508895384529,0.3045576836421499,0.3638435311248041,[0.0030545738217305617,[0.006868991338486222,0.15025661430317455,0.20508672255890367,0.032476342977896304],0.08869906549237966],run_98497
0.14499976,0.17353033,0.16074148,[-28.026977829419295,22.377381007608996,-851.8580079669315],0.80040581495062,0.07519753,2.433673269839434,0.2509020648743624,0.2943750253784196,[0.007135633374661508,[0.01332805937638045,0.1144017393479194,0.16884088188998667,0.05856762446855107],0.12059043501326895],run_25712
0.14256166,0.1713901,0.15846772,[-25.72951035139248,8.908617434036067,-866.1901216505784],0.7109299474704761,0.09460833,2.457726216050985,-0.0004807962264836,0.0048290465533374,[0.006771158365357327,[0.01085823072961554,0.1554879110427187,0.20459801497461125,0.23464109908060957],0.405637964918002],run_22448
0.14035745,0.17230111,0.15798233,[-44.73818774435474,18.701764370891457,-754.7725422067961],0.7166977357442927,0.07272036,2.43782320178902,0.2328522820996468,0.3022898308630767,[0.030099638739963772,[0.043844402973454405,0.09038154505377025,0.140842326993636,0.045106599078185046],0.08698727875726765],run_8662
0.14328423,0.17528185,0.16093889,[-16.02482574148996,22.635983373021404,-750.0386690567337],0.7729532250926405,0.062252745,2.468205226239006,0.2592196978089554,0.357224450772851,[0.006613621907025449,[0.015107296118187298,0.108425240039476,0.1581670544818386,0.0015120299682969626],0.005151697529856826],run_15824
0.13965811,0.17183067,0.15740928,[-56.44234777125532,13.151433734331032,-753.3474595513943],0.7364592784354567,0.07734567,2.3998709261959656,0.3207349360121564,0.3618330170951123,[0.08190006393434054,[0.1340548637507196,0.1066381500306701,0.15985778967954317,0.03716654601601709],0.08598306607660694],run_89552
