RelErr_X1,RelErr_X2,RelErr_X1X2,deconfounding_corrcoef,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_confoundedCluster,nmi_confoundedCluster
0.2943752,0.21954353,0.24146336,[25.23306369788208],0.8069850368008806,0.11026028,2.251730443619486,0.41140796534152313,0.5216473997592828,0.20789757581257853,0.29335959865426514
