RelErr_X1,RelErr_X2,RelErr_X1X2,deconfounding_corrcoef,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_confoundedCluster,nmi_confoundedCluster
0.29434657,0.21956606,0.24147089,[57.76377875053257],0.6532584304899073,0.16027899,1.6620845584661046,0.26056399211071407,0.3544130264972797,0.03383375767823322,0.049609105880115266
