RelErr_X1,RelErr_X2,RelErr_X1X2,deconfounding_corrcoef,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_confoundedCluster,nmi_confoundedCluster
0.2160308,0.22885518,0.22441672,[50.069330465564896],0.9090272807304335,0.12782012,2.0774860773648847,0.6124324360513663,0.6705952052675885,0.16909394861855945,0.22012417487566138
