RelErr_X1,RelErr_X2,RelErr_X1X2,deconfounding_corrcoef,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_confoundedCluster,nmi_confoundedCluster
0.22637373,0.2342306,0.23151137,[73.50319501777494],0.8176862694573278,0.11839205,2.029759097144541,0.33363643519183506,0.49611466079451105,0.16669798148900405,0.22392739299851622
