RelErr_X1,RelErr_X2,RelErr_X1X2,deconfounding_corrcoef,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_confoundedCluster,nmi_confoundedCluster
0.28978577,0.21691525,0.23826057,[8.50199991604566],0.9070629929142107,0.1113304,2.0628602733297505,0.42930294658736995,0.5815257228142988,0.18434219321860243,0.22344987479255904
