RelErr_X1,RelErr_X2,RelErr_X1X2,deconfounding_corrcoef,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_confoundedCluster,nmi_confoundedCluster
0.2267569,0.23366211,0.23127224,[31.87672131508335],0.8517419617589015,0.117261305,2.102799290822783,0.3371992056818526,0.4873793296855362,0.1918364916235945,0.2534912544500006
