RelErr_X1,RelErr_X2,RelErr_X1X2,deconfounding_corrcoef,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_confoundedCluster,nmi_confoundedCluster
0.19261467,0.21672422,0.20721129,[-220.06061930462306],0.7315509907573507,0.084446795,2.4345522568224762,0.3823931317323428,0.4502785250431129,0.08995762704218445,0.15052144606175957
