RelErr_X1,RelErr_X2,RelErr_X1X2,deconfounding_corrcoef,CC_dispersion,ss,db,ari_trueCluster,nmi_trueCluster,ari_confoundedCluster,nmi_confoundedCluster
0.2947522,0.21936779,0.2414495,[16.119400835926214],0.8380408847009544,0.0893257,2.20615791629414,0.273423379526426,0.37684652090656073,0.2882496412007852,0.3591033065861818
